Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total,Sans réponse,0,297,297,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Total hors communes < 3500 habitants,Sans réponse,0,216,216,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un EPCI,Sans réponse,0,83,83,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ002. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction générale",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ003. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Direction Informatique",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ004. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Service d’information géographique (SIG)",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ005. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Archives ",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ006. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Communication",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ007. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Services techniques",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ009. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Ressources humaines",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,"SQ008. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  [Autres",0,29,29,0,2022
"G7Q00005SQ002]. Pour chacune des directions suivantes, pouvez-vous nous dire si leur implication en matière de gestion des données est :  ",Un département,Sans réponse,0,29,29,0,2022
